Restaurant Name,Longitude,Latitude,Average Cost for two,Aggregate rating,Cuisines
Seasons 52 Fresh Grill,-81.487978,28.448175,60,4.4,American
Hollerbach's Willow Tree Caf??,-81.266871,28.811653,40,4.8,German
Pom Pom's Teahouse and Sandwicheria,-81.351467,28.543571,25,4.9,"American, Sandwich, Tea"
Yellow Dog Eats,-81.522987,28.527592,35,4.9,"American, BBQ, Sandwich"
Tibby's New Orleans Kitchen,-81.322631,28.601088,25,4.7,Cajun
The Coop,-81.357219,28.597366,25,3.6,"Southern, Cajun, Soul Food"
Bosphorous Turkish Cuisine,-81.3508344,28.5976271,40,4.2,"Mediterranean, Turkish"
Ethos Vegan Kitchen,-81.352921,28.592857,25,4.4,"American, Breakfast, Vegetarian"
Hillstone,-81.36526,28.596682,40,4.4,
The Ravenous Pig,-81.356024,28.593297,40,4.4,Pub Food
Vivo Bar and Grill,145.670768,-16.748083,30,4.4,"Mediterranean, Seafood"
Pier 70,147.7227832,-37.9194154,120,2.6,Modern Australian
DiVine,140.837409,-37.379153,20,3.4,"Cafe, Coffee and Tea, Sandwich"
Cactus Flower Cafe Navarre,-86.8573393,30.4025979,25,4.2,"Mexican, Southwestern, Tex-Mex"
McGuire's Irish Pub & Brewery,-87.2027,30.4179,40,4.9,"Burger, Bar Food, Steak"
New Yorker Deli & Pizzeria,-87.1819,30.4251,10,4.6,"Italian, Pizza, Sandwich"
Tu-Do Vietnamese Restaurant,-87.2216,30.4982,10,4.5,"Asian, Vietnamese"
Carrabba's Italian Grill,-87.205855,30.417318,40,3.7,"Italian, Pizza, Seafood"
Jaco's Bayfront Bar and Grille,-87.213274,30.403034,25,3.9,Tapas
The Tin Cow,-87.2150874,30.4116106,25,3.7,"Burger, Bar Food"
Cactus Flower Cafe,-87.2080932,30.4473322,25,4.2,"Latin American, Mexican, Southwestern"
Dharma Blue,-87.2092,30.4101,40,4.1,"Seafood, Sushi"
Global Grill,-87.2153054,30.411878,40,4.4,"European, International, Tapas"
Ichiban,-87.2252,30.4767,25,4.3,"Japanese, Sushi"
The Fish House,-87.211082,30.407358,40,4,"American, Seafood, Sushi"
Tuscan Oven,-87.214,30.4692,25,4.1,"Italian, Mediterranean, Pizza"
Flounders Chowder House,-87.143,30.3359,40,3.9,Seafood
Hemingway's Island Grill,-87.142602,30.335521,40,3.5,"Caribbean, Seafood, Steak"
Native Cafe,-87.132932,30.334776,25,4.2,"Breakfast, Burger"
Peg Leg Pete's,-87.164376,30.327864,40,4.4,"Burger, Sandwich, Seafood"
The Grand Marlin,-87.149178,30.34262,40,4.3,"Caribbean, Seafood"
Original Georgios Authentic Greek Food,-87.4218962,30.3199824,10,4.7,Greek
Fisherman's Corner,-87.427707,30.308468,40,4.4,"Sandwich, Seafood, Cajun"
Mad Cowes Cafe,145.237813,-38.448307,20,3.7,"Breakfast, Coffee and Tea, Modern Australian"
Rupes Burgers,-112.3415,43.1903,10,3.7,"Burger, Fast Food"
Texas Roadhouse,-112.461326,42.910518,45,3.5,"American, BBQ, Steak"
Riverwalk Cafe,-112.0132,42.62,10,3.6,"Asian, Thai"
Royal Hotel,-112.0127,42.6192,0,3.6,"Pizza, Bar Food"
Buddy's Italian Restaurant,-112.4423,42.8661,40,3.7,"Italian, Pizza, Sandwich"
Butterburrs,-112.4516,42.8919,30,3.6,"American, Breakfast"
Chang Garden,-112.441,42.8928,10,3.5,Chinese
Fifth Street Bagelry,-112.4397,42.8631,10,3.8,"Coffee and Tea, Sandwich"
Goody's Deli,-112.4365,42.8604,10,3.8,"Pizza, Sandwich"
Grecian Key Restaurant,-112.4524,42.8639,25,3.7,"American, Greek"
Outer Limits Fun Zone,-112.459988,42.878077,10,3.5,"Burger, Pizza, Sandwich"
Portneuf Valley Brewing,-112.443213,42.860024,25,3.7,"American, Pizza"
Sandpiper Restaurant & Lounge,-112.432,42.9012,40,3.6,"American, Seafood, Steak"
Senor Iguanas,-112.4433,42.8942,0,3.6,Mexican
Sushi Family,-112.452013,42.88245,25,3.6,"Asian, Sushi, Vegetarian"
Taste of India Nepal,-112.45253,42.863969,25,3.8,"Indian, International, Vegetarian"
Thai Paradise,-112.450106,42.861871,25,3.7,"Desserts, Thai"
The Bridge,-112.4413856,42.8585987,40,3.6,New American
Nosh Mahal,-112.44853,42.891174,25,0,"Indian, Persian"
El Herradero,-112.4419,42.8774,10,4.1,Mexican
Barrett Junction Cafe,-116.704731,32.613431,25,3.3,"American, BBQ, Burger"
Blue Point Grill,-74.651139,40.352385,70,4,Seafood
Giovanni's Shrimp Truck,-157.948486,21.677078,25,4.5,Seafood
Kona Brewing Company,-155.997362,19.642752,35,4.7,"American, Pizza, Bar Food"
Leonard's Bakery,-157.813432,21.284586,10,4.7,
Coconuts Fish Cafe,-156.455284,20.748838,30,4.5,Seafood
Kihei Caffe,-156.451847,20.731487,10,4.5,"American, Hawaiian"
Monkeypod Kitchen by Merriman,-156.4309473,20.6883746,40,4.2,Burger
Sansei Seafood Restaurant & Sushi Bar,-156.452556,20.733554,40,4.2,"Japanese, Seafood, Sushi"
Star Noodle,-156.674835,20.885226,10,4.6,Asian
Aloha Mixed Plate,-156.684967,20.886564,10,4.2,"Asian, Breakfast, Hawaiian"
Gazebo,-156.667037,20.992316,25,4.4,"Breakfast, Burger"
Hula Grill,-156.693821,20.921347,40,4.3,"Hawaiian, Seafood, Steak"
Kimo's,-156.680666,20.876127,40,4.3,"Hawaiian, Seafood, Steak"
Mama's Fish House,-156.366445,20.929622,70,4.9,"Hawaiian, Seafood"
Marukame Udon,-157.825979,21.279476,10,4.9,Japanese
Yard House,-157.8312476,21.2794952,40,4.6,"American, Asian, Burger"
Lulu's Waikiki,-157.822716,21.271826,25,3.9,American
Duke's Waikiki,-157.827196,21.277583,70,4.4,"Hawaiian, Seafood, Steak"
Eggs 'n Things,-157.831538,21.280663,10,4,Breakfast
Roy's,-157.831176,21.279154,70,4.2,"Asian, European, Seafood"
Wailana Coffee House,-157.836031,21.285396,25,4.2,"American, Breakfast, Hawaiian"
The Lady & Sons,-81.0954,32.0804,40,3.3,Southern
Green Truck Pub,-81.096647,32.052858,40,4.7,Burger
Leopold's Ice Cream,-81.0894,32.0785,10,4.6,"Desserts, Sandwich, Ice Cream"
Mrs. Wilkes' Dining Room,-81.0955,32.0727,40,4.5,"American, Southern"
Zunzi's,-81.0911,32.0775,25,4.5,"International, Mediterranean, Sandwich"
Moon River Brewing Company,-81.0916,32.0809,25,3.7,"American, Bar Food, Sandwich"
Pirates' House Restaurant,-81.0844,32.0782,40,3.8,"American, Seafood, Steak"
B. Matthew's Eatery,-81.0875,32.0798,25,4.1,"American, Breakfast"
Crystal Beer Parlor,-81.0979,32.0735,25,4.4,"American, Bar Food"
Goose Feathers Cafe and Bakery,-81.0941,32.0801,10,4.2,"Breakfast, Vegetarian"
Henry's,-81.0905213,32.0794767,10,4.1,"American, Breakfast"
Huey's On The River,-81.0897,32.0812,40,4.1,"Breakfast, Cajun"
J. Christopher's,-81.091482,32.074495,25,4.3,"Breakfast, Diner, Sandwich"
Lulu's Chocolate Bar,-81.097051,32.080742,10,4.3,"Coffee and Tea, Desserts"
Rocks on the River,-81.092484,32.081394,70,4,"Pizza, Seafood, Steak"
SOHO South Cafe,-81.0939,32.0747,25,4.3,"Cafe, Sandwich, Southern"
The Olde Pink House,-81.0897,32.0798,70,4.4,"American, Seafood, Southern"
Vic's On The River,-81.0908,32.0809,70,4.1,American
The Crab Shack,-80.865909,32.011689,40,3.8,Seafood
Tybee Island Social Club,-80.848297,31.99581,10,3.9,
Sky On 57,103.8600048,1.2826608,300,3.4,"Chinese, Continental, Singaporean"
Cut By Wolfgang Puck,103.8594222,1.285476931,270,4,"American, Steak"
Restaurant Andre,103.8403602,1.279419756,500,3.8,"French, Mediterranean, European"
Potato Head Folk,103.8416688,1.280502991,80,3.1,American
Jaan,103.8536048,1.293220698,430,3.8,French
Rhubarb Le Restaurant,103.8430222,1.27944363,315,3.9,French
Al'frank Cookies,103.859422,1.300404333,20,4.2,Bakery
Fratini La Trattoria,103.8070809,1.331128397,100,4.1,Italian
Boufe Boutique Cafe,103.8146178,1.29782554,50,3.2,"Italian, French, Bakery, Cafe"
The Refinery Singapore,103.8621195,1.310668316,80,3.2,"American, Japanese, Singaporean"
Chye Seng Huat Hardware,103.8604162,1.311550709,40,3.7,Cafe
Makansutra Gluttons Bay,103.8558665,1.289761964,30,3,"Singaporean, Chinese, Seafood, Malay, Indian"
Colony,103.859955,1.2905805,220,3.8,"Asian, Continental, Seafood"
Summer Pavilion,103.8601766,1.290800881,300,3.9,"Chinese, Seafood, Cantonese, Dim Sum"
The Lokal,103.840921,1.278373182,60,3.1,"Singaporean, Australian, German"
I Am,103.8584296,1.301707168,60,3.2,"Western, Fusion, Fast Food"
Super Loco,103.839165,1.290083898,95,3.2,"American, Mexican"
Artistry,103.8581813,1.303034648,50,3.8,"American, Bakery, European, Burger, Fusion"
Bitters & Love,103.8482541,1.28197,40,3.9,Finger Food
Artichoke Cafe,103.8519943,1.299707726,75,3.2,"Cafe, Spanish, Turkish, Greek"
Archie's Waeside,-96.1608,42.7956,40,3.7,"Burger, Seafood, Steak"
Bob Roe's Pizza,-96.379,42.4765,10,3.6,"American, Pizza, Bar Food"
Da Kao Restaurant,-96.4173,42.5026,10,3.8,"Asian, Vegetarian, Vietnamese"
Famous Dave's,-96.4051,42.492,10,3.6,BBQ
Fuji Bay Japanese Restaurant,-96.4046,42.4965,40,3.7,"Japanese, Sushi"
HuHot Mongolian Grill,-96.3479,42.4391,25,3.6,"Asian, Chinese"
Hunan Palace,-96.362,42.4375,25,3.8,Chinese
Jerry's Pizza,-96.3596,42.4764,25,3.8,Pizza
Jim's Burgers,-96.4048,42.4985,10,3.7,Burger
Johnnie Mars,-96.378049,42.495534,10,3.9,"American, Desserts, Diner"
Miles Inn,-96.3755,42.4876,10,3.7,American
Milwaukee Wiener House,-96.4063904,42.4930681,10,3.8,"American, Fast Food"
Minerva's Food & Cocktails,-96.418,42.5212,40,3.7,"American, Seafood, Steak"
Monterrey Mexican Restaurant,-96.3691,42.4351,10,3.7,Mexican
Rebos,-96.3959487,42.4944454,25,3.8,"Caribbean, Mexican, Cajun"
Tokyo Japanese Steakhouse & Sushi Bar,-96.349464,42.440592,40,3.9,"Japanese, Steak, Sushi"
Diamond Thai Cuisine,-96.4136,42.5011,10,4,"Asian, Thai, Vegetarian"
El Fredo Pizza,-96.4204,42.5106,40,4,Pizza
Trattoria Fresco,-96.4019631,42.4949153,25,4,Italian
Kahill's Steak-Fish Chophouse,-96.4092028,42.485608,70,3.5,"American, Seafood, Steak"
Rumba Island Bar & Grill,-82.762624,27.96076,25,4.6,"BBQ, Caribbean, Seafood"
Red Mesa Cantina,-82.636924,27.770026,25,4.6,"Latin American, Mexican, Southwestern"
BellaBrava,-82.6329663,27.7737426,25,4.1,"American, Italian, Seafood"
Ceviche Tapas Bar & Restaurant,-82.6333294,27.7711464,25,4.1,"Spanish, Tapas"
The Moon Under Water,-82.632174,27.775462,25,4.1,"British, Bar Food, Sandwich"
Bern's Steak House,-82.482962,27.931516,70,4.7,"American, Desserts, Steak"
Boca Kitchen Bar Market,-82.46887,27.941942,40,3.9,Breakfast
Edison: Food+Drink Lab,-82.469306,27.944244,70,3.9,International
Ceviche Tapas Bar & Restaurant,-82.4852372,27.9410382,25,4.4,"Breakfast, Spanish, Tapas"
Daily Eats,-82.483124,27.935039,25,4.4,"American, Burger"
Salt Rock Grill,-82.843253,27.848357,40,4.2,"American, Seafood, Steak"
Mazzaro's Italian Market,-82.673621,27.792047,10,4.9,"Italian, Deli"
Conch Republic Grill,-82.820856,27.816086,40,4.5,"Sandwich, Seafood, Steak"
Mr. Dunderbak's Biergarten and Marketplatz,-82.41294,28.082909,40,4.9,"European, German"
Red Mesa Restaurant,-82.638843,27.816848,40,4.5,"Breakfast, Mexican"
Datz,-82.4932815,27.9219315,40,4.7,"Desserts, Bar Food"
Ella's Americana Folk Art Cafe,-82.451041,27.993645,40,4.8,"International, Italian, Southern"
Taco Bus,-82.449897,27.995964,10,4.5,"Mexican, Vegetarian"
The Refinery,-82.459339,27.99384,40,4,"Seafood, Steak"
Columbia Restaurant,-82.4351499,27.959884,40,4.4,"Cuban, Spanish"
1918 Bistro & Grill,138.966064,-34.519619,30,4.4,"Modern Australian, Australian"
Pig and Whistle,144.41272,-37.396942,20,4.1,Australian
Buffalo Wild Wings,-83.319123,30.846819,25,3.4,Bar Food
El Toreo Mexican Restaurant,-83.3247,30.8426,25,3.1,Mexican
306 North Restaurant,-83.2799,30.8332,40,3.9,"Seafood, Southern"
Austins Cattle Co,-83.3170843,30.8164364,40,3.7,"Burger, Seafood, Steak"
Beijing Cafe,-83.318554,30.841892,35,3.8,"Asian, Chinese, Thai"
Bleu Cafe,-83.279,30.8308,25,3.7,"Pizza, Sandwich"
Bleu Pub,-83.2792,30.8308,10,3.8,"Burger, Bar Food, Vegetarian"
Bubba Jax Crab Shack,-83.3085736,30.8223548,40,3.7,"Fast Food, Seafood"
Cheddar's Scratch Kitchen,-83.316402,30.824691,25,3.7,American
El Cazador,-83.28078,30.850888,10,3.7,Mexican
Friends Grille and Bar,-83.29633,30.880146,25,3.9,"American, Southern"
Giulios Greek & Italian Restaurant,-83.2851,30.8433,40,3.8,"Greek, Italian"
La Jalisco Supermercato,-83.281,30.8465,10,3.5,Mexican
Masato Japanese,-83.310343,30.846763,25,3.9,"Japanese, Sushi"
Mom & Dad's Italian Restaurant,-83.3283,30.8971,25,3.7,Italian
Mori's Japanese Steakhouse & Sushi Bar,-83.318958,30.841547,70,3.5,"Japanese, Steak, Sushi"
Passage 2 India,-83.289338,30.87114,25,3.8,"Indian, Middle Eastern"
Rodeo Mexican Restaurant,-83.2868,30.868,25,3.8,Mexican
Steel Magnolias,-83.2796,30.8316,40,3.8,Southern
Smok'n Pig B-B-Q,-83.332796,30.897087,25,4.1,BBQ
Blue House Cafe,-123.1954368,45.858667,10,4.3,"Coffee and Tea, Mediterranean"
Anchorage Cafe Restaurant Wine Bar,138.624316,-35.5536609,20,3.6,"Coffee and Tea, Tapas, Australian"
Lake House Restaurant,-79.3791465,43.1868697,70,4.3,"Italian, Mediterranean, Pizza"
Masala Grill & Coffee House,-92.456343,42.516908,10,3.2,"Indian, Middle Eastern"
Brown Bottle The Cedar Falls,-92.4507,42.5464,25,3.7,"Italian, Pizza, Vegetarian"
Four Queens Dairy Cream,-92.4599,42.5377,10,3.9,Desserts
Hong Kong Chinese Restaurant,-92.4322,42.5133,10,3.8,Chinese
HuHot Mongolian Grill,-92.432177,42.512646,25,3.7,"Asian, Chinese"
J's Homestyle Cooking,-92.466597,42.509472,10,3.6,"American, Breakfast"
Montage,-92.4453,42.5366,40,3.6,"American, Italian, Seafood"
Mulligan's Brick Oven Grill,-92.444,42.5219,25,3.6,"Burger, Pizza, Sandwich"
Sakura,-92.426215,42.51259,40,3.8,"Japanese, Sushi"
Scratch,-92.4457417,42.5354081,10,3.7,"Coffee and Tea, Desserts, Beverages"
SOHO Sushi Bar & Deli,-92.4457,42.5375,25,3.6,"Sandwich, Sushi, Tapas"
Texas Roadhouse,-92.4291,42.5127,25,3.6,"American, BBQ, Steak"
Tony's La Pizzeria,-92.445723,42.53489,25,3.6,"Pizza, Sandwich"
Chapala,-92.323032,42.477281,25,3.6,Mexican
Galleria de Paco,-92.339721,42.494908,40,3.6,American
Golden China,-92.356066,42.458979,10,3.7,Chinese
Rudy's Tacos,-92.3772,42.499705,25,3.6,Mexican
The Screaming Eagle,-92.335523,42.4984,10,3.7,"American, Bar Food"
The Thai Bowl,-92.335769,42.497919,10,3.5,Thai
Tokyo Japanese Steak House,-92.3234,42.46558,25,3.9,"Japanese, Steak, Sushi"
Theo Yianni's Authentic Greek Restaurant,-80.529488,40.396043,25,3.9,"Burger, Greek, Sandwich"
Fishpatrick's Crabby Cafe,-124.175346,43.678998,25,3.2,"Burger, Seafood, Steak"
Arigato Sushi,-102.4613173,51.2106824,25,3.3,Asian
Denny's,54.38279729,24.49550307,190,4.6,American
Famous Dave's Barbecue,54.38294616,24.49569253,260,4.6,American
Pizza Di Rocco,54.38193094,24.48557932,150,4.4,"Italian, Pizza"
Sofra Istanbul,54.37127855,24.47756501,70,4.3,"Turkish, Arabian, Middle Eastern"
Salt,54.38080709,24.4543119,100,4.2,"Fast Food, Burger"
Genghis Grill,54.37500816,24.47083582,180,4.6,Asian
Olive Garden,54.37332205,24.46936983,230,4.1,"Italian, Pizza"
Cho Gao - Crowne Plaza Abu Dhabi,54.365694,24.491235,350,4.4,"Thai, Japanese, Chinese, Indonesian, Vietnamese"
Gazebo,54.52412188,24.33421694,120,4,"Indian, North Indian, Mughlai, Biryani"
Sangeetha Vegetarian Restaurant,54.36377607,24.48525254,60,3.6,"Indian, South Indian"
Hot Palayok,54.36615754,24.48277094,100,4.5,"Filipino, Japanese, Asian"
Applebee's,54.41314146,24.43409939,250,4,"American, Mexican, Seafood"
Tikka Tonight,54.51003961,24.36312973,50,4,"Pakistani, Afghani, Indian, Hyderabadi"
Bait El Khetyar,54.37143378,24.48841145,70,4,"Lebanese, Arabian, Middle Eastern"
Indian By Nature,54.37324997,24.48959102,80,4.3,Indian
Via Delhi,54.37422059,24.49089202,100,4,"Indian, North Indian, Chinese"
Punjab Grill,54.4872137,24.4106148,330,4.9,"Indian, North Indian"
Tamba,54.358147,24.488161,500,4.7,Indian
P.F. Chang's,54.35782894,24.48761082,250,4.2,Chinese
The Cheesecake Factory,54.60685361,24.49053138,200,4.6,"American, Desserts"
The Farm,55.310519,25.095044,280,3.9,"Mediterranean, Italian, Thai, European"
Maharaja Bhog,55.30919038,25.25124063,90,4.1,"Indian, Rajasthani"
Rasoi Ghar,55.3019169,25.25007862,90,4.3,Indian
Barbeque Nation,55.215341,25.11338,150,4.5,"Indian, North Indian"
Farzi Cafe,55.26191946,25.2080323,200,4.5,"International, Indian"
AB's Absolute Barbecues,55.32874,25.254105,160,4.9,"Continental, Indian"
Carnival By Tresind,55.281966,25.211183,500,4.9,Indian
AB's Absolute Barbecues,55.17874617,25.10777315,160,4.8,"Indian, Continental"
Hard Rock Cafe,55.35147775,25.22399154,300,4.5,"American, Burger"
The Coffee Club,55.25639722,25.21110278,140,4.5,Cafe
SALT,55.21152779,25.16812806,100,4.3,"Fast Food, Burger"
Din Tai Fung,55.19854523,25.11851301,160,4.3,"Asian, Chinese"
SpiceKlub,55.288061,25.252054,150,4.4,"Indian, North Indian, Street Food"
Tresind - Nassima Royal Hotel,55.28256778,25.22347744,500,4.9,Indian
Grand Barbeque Buffet Restaurant,55.27340334,25.24107351,150,4.4,"Indian, Asian"
Red Lobster,55.278525,25.198291,285,3.2,"Seafood, American"
The Cheesecake Factory,55.27856994,25.19726756,270,4.7,"American, Desserts"
Parker's,55.27927805,25.19500831,170,4.3,"Cafe, Burger"
Applebee's,55.27430557,25.21135663,250,3.7,"American, Mexican, Burger"
Grub Shack,55.32548446,25.22931113,130,4.3,"Goan, Chinese, Indian, North Indian"
Kamat,55.39273214,25.33315516,85,3.9,"Indian, North Indian, South Indian, Chinese"
Vadakkan Pepper,55.396984,25.338089,70,3.8,South Indian
Gazebo,55.39269626,25.33320395,120,4.1,"Indian, Mughlai, South Indian, Biryani"
Katis Restaurant,55.37637066,25.32578908,65,4.3,"Indian, North Indian, Chinese"
Zaroob,55.38474888,25.32451353,110,3.9,Lebanese
Derby,55.37086055,25.33045321,40,4.1,"Fast Food, American"
Nayaab Haandi,55.37552107,25.32813499,100,4.1,"Pakistani, Indian"
Najmat Lahore Restaurant,55.38215585,25.35508316,80,4.2,"Pakistani, Indian, Mughlai"
Saffron,55.38290787,25.35443539,90,4.1,"Pakistani, Chinese, Indian, Afghani"
Pizza Hut,55.37454341,25.30564046,80,2.4,"Fast Food, Pizza"
Al Mukhtar Bakery,55.37728127,25.3084117,50,4.2,"Bakery, Arabian, Middle Eastern"
Aroos Damascus,55.39045796,25.34640794,60,4.2,"Arabian, Middle Eastern"
Nando's,55.376027,25.32188994,160,4.2,"African, Portuguese"
Peking Chinese Restaurant,55.39922744,25.34839077,130,3.8,"Chinese, Thai"
TGI Friday's,55.38781766,25.32774497,250,3.9,"American, Mexican"
Rajasthan Al Malaki,55.45195531,25.2887722,60,4.8,"Indian, North Indian"
Applebee's,55.37353624,25.29782287,250,4.1,"American, Mexican, Burger"
Paper Fig,55.45834266,25.3084123,150,4.5,"Cafe, Bakery, Desserts"
Sis Burger,55.45425095,25.31127229,50,3.8,"Fast Food, Burger"
Crafted Blends,55.460279,25.310369,110,4.2,Cafe
Jahanpanah,78.01154444,27.16166111,850,3.9,"North Indian, Mughlai"
Rangrezz Restaurant,0,0,700,3.5,"North Indian, Mughlai"
Time2Eat - Mama Chicken,78.01160797,27.16083249,500,3.6,North Indian
Chokho Jeeman Marwari Jain Bhojanalya,77.99809167,27.19592778,400,4,Rajasthani
Pinch Of Spice,78.00755278,27.201725,1000,4.2,"North Indian, Chinese, Mughlai"
MoMo Cafe,0,0,1375,4,"North Indian, European"
Peshawri - ITC Mughal,78.044095,27.160934,1375,4.3,"North Indian, Mughlai"
Taj Bano - ITC Mughal,78.044095,27.160934,1375,4,Mughlai
G Thal,0,0,800,3.6,"Rajasthani, Gujarati, Mughlai"
Dawat-e-Nawab - Radisson Blu,78.057044,27.163303,1375,3.8,"North Indian, Mughlai"
The Latitude - Radisson Blu,78.057044,27.163303,0,3.9,"North Indian, Chinese, Continental"
Dasaprakash Restaurant,78.01505278,27.16510833,550,4.1,"South Indian, Desserts"
The Charcoal Chimney,78.04299,27.159795,1100,3.4,"North Indian, Chinese, Continental, Mughlai"
Sheroes Hangout,78.040165,27.16185,0,4.9,"Cafe, North Indian, Chinese"
Bon Barbecue,0,0,1375,3.8,"North Indian, Chinese, Continental"
Chapter 1 Cafe,0,0,0,3.9,"Cafe, Italian, Mexican, North Indian, Continental"
Pind Balluchi,78.04725,27.15777222,900,3.7,"North Indian, Mughlai"
Pizza Hut,78.03471389,27.16169444,700,4.4,"Italian, Pizza"
Tea'se Me - Rooftop Tea Boutique,0,0,1000,4.2,"Chinese, Italian, Continental, North Indian"
Thaaliwala,78.045359,27.158822,700,4.1,"North Indian, Fast Food"
650 - The Global Kitchen,72.5375741,23.01045111,900,4.2,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai"
Patang - The Revolving Restaurant,72.572009,23.0261651,1375,3.7,"Continental, Chinese, North Indian"
Huber & Holly,72.5123947,23.0383109,300,4.5,"Ice Cream, Desserts, Continental"
@Mango,72.5017644,23.0401633,800,4.1,"North Indian, Continental, Mexican, Italian"
Fozzie's Pizzaiolo,72.5098065,23.0330688,900,4.3,"Pizza, Italian, Beverages, Desserts"
La Pino'z Pizza,72.5124872,23.0382314,500,4.4,"Pizza, Italian"
Mocha,72.511307,23.0318508,1000,4.4,"Cafe, Continental, Desserts"
Blue -  Rooftop Cafe Restaurant Bistro,72.5570374,23.0290619,1000,3.8,"North Indian, Cafe, Italian, Mexican, Continental"
MoMo Caf?? - Courtyard By Marriott,72.5115815,23.027929,1375,3.6,"North Indian, South Indian, Asian, Continental"
Cryo Lab,72.55998429,23.02874796,350,4.6,"Desserts, Ice Cream"
Swati Snacks,72.55903311,23.02443364,450,4.4,"Fast Food, Street Food, South Indian"
Brick Kitchen,72.5316389,23.0643038,900,4.3,"North Indian, Chinese, Continental"
Kabir Restaurant,72.5239649,23.04850469,600,3.8,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich"
Puffizza,72.53774978,23.04619268,700,4.3,"Italian, Fast Food"
Cafe Alfresco,72.5498285,23.0437235,700,4,"Cafe, Beverages, Desserts, Pizza"
The Cafe Baraco,72.5504755,23.0443367,600,4.4,"Cafe, Italian"
Nini's Kitchen,72.5072645,23.0117723,950,4.5,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean"
Yanki Sizzlers,72.5181257,23.0534466,1200,4.1,"Continental, Italian, Chinese"
The Garden Cafe - The Fern,72.5222172,23.0640914,1200,4.1,"North Indian, Italian, Asian, South Indian"
Mazzo,72.5281083,23.0418026,550,3.9,"Cafe, American, Continental, Armenian, Fast Food"
Turquoise Villa,72.5434513,23.0285142,1200,4,Continental
Aryan Family's Delight,81.834502,25.454648,500,3.4,"North Indian, South Indian, Fast Food"
Bean Here,81.83316667,25.45343611,350,3.3,"Cafe, Fast Food"
Bikanerwala,81.832616,25.451517,500,3.2,"North Indian, Street Food, Fast Food"
Dewsis,0,0,600,3.4,"North Indian, Chinese"
Friends Forever,81.835585,25.457687,600,3.4,"North Indian, Chinese"
Hotel Ravisha Continental,0,0,600,3.4,"North Indian, South Indian, Chinese"
KFC,81.839744,25.449659,500,3.4,"American, Fast Food"
McDonald's,81.834279,25.450329,400,3.3,Fast Food
Pind Balluchi,0,0,800,3.2,"North Indian, Mughlai"
Pizza Hut,0,0,700,3.4,"Italian, Pizza"
Subway,0,0,400,3.4,"Fast Food, American, Salad, Healthy Food"
Tandoor Restaurant,81.860187,25.443994,500,3.2,"North Indian, Chinese"
